"Author","Year","Title","Journal","Doi","URL"
"Heinl, M; Sliva, J; Murray-Hudson, M; Tacheba, B",2007,"Post-fire succession on savanna habitats in the Okavango Delta wetland, Botswana","JOURNAL OF TROPICAL ECOLOGY","10.1017/S0266467407004452","http://doi.org/10.1017/S0266467407004452"
"Ikeda, FS; Mitja, D; Vilela, L; Carmona, R",2007,"Soil seedbank in integrated crop-pasture systems","PESQUISA AGROPECUARIA BRASILEIRA","10.1590/S0100-204X2007001100005","http://doi.org/10.1590/S0100-204X2007001100005"
"Entz, MH; Martens, JRT; May, W; Lafond, GP",2007,"Black medic (Medicago lupulina) germplasm screening for use as a self-regenerating cover crop on the Canadian Prairies","CANADIAN JOURNAL OF PLANT SCIENCE","10.4141/CJPS06053","http://doi.org/10.4141/CJPS06053"
"Canossa, RS; Oliveira, RS; Constantin, J; Biffe, DF; Alonso, DG; Franchini, LHM",2007,"Sowing depth affecting Alternanthera tenella seedlings emergence","PLANTA DANINHA","10.1590/S0100-83582007000400008","http://doi.org/10.1590/S0100-83582007000400008"
"Ikeda, FS; Mitja, D; Carmona, R; Vilela, L",2007,"Floristic characterization of seedbanks under integrated crop-pasture systems","PLANTA DANINHA","10.1590/S0100-83582007000400010","http://doi.org/10.1590/S0100-83582007000400010"
"Borger, CPD; Walsh, M; Scott, JK; Powles, SB",2007,"Tumbleweeds in the Western Australian cropping system: seed dispersal characteristics of Salsola australis","WEED RESEARCH","10.1111/j.1365-3180.2007.00578.x","http://doi.org/10.1111/j.1365-3180.2007.00578.x"
"Karlsson, LM; Milberg, P",2007,"Comparing after-ripening response and germination requirements of Conyza canadensis and C-bonariensis (Asteraceae) through logistic functions","WEED RESEARCH","10.1111/j.1365-3180.2007.00576.x","http://doi.org/10.1111/j.1365-3180.2007.00576.x"
"Riemens, MM; Groeneveld, RMW; Lotz, LAP; Kropff, MJ",2007,"Effects of three management strategies on the seedbank, emergence and the need for hand weeding in an organic arable cropping system","WEED RESEARCH","10.1111/j.1365-3180.2007.00582.x","http://doi.org/10.1111/j.1365-3180.2007.00582.x"
"Harper, CA",2007,"Strategies for managing early succession habitat for wildlife","WEED TECHNOLOGY","10.1614/WT-07-024.1","http://doi.org/10.1614/WT-07-024.1"
"Carrick, PJ; Kruger, R",2007,"Restoring degraded landscapes in lowland Namaqualand: Lessons from the mining experience and from regional ecological dynamics","JOURNAL OF ARID ENVIRONMENTS","10.1016/j.jaridenv.2006.08.006","http://doi.org/10.1016/j.jaridenv.2006.08.006"
"Davis, AS; Williams, MM",2007,"Variation in wild proso millet (Panicum miliaceum) fecundity in sweet corn has residual effects in snap bean","WEED SCIENCE","10.1614/WS-07-046.1","http://doi.org/10.1614/WS-07-046.1"
"Otto, S; Zuin, MC; Chiste, G; Zanin, G",2007,"A modelling approach using seedbank and soil properties to predict the relative weed density in organic fields of an Italian pre-alpine valley","WEED RESEARCH","10.1111/j.1365-3180.2007.00573.x","http://doi.org/10.1111/j.1365-3180.2007.00573.x"
"Messean, A; Sausse, C; Gasquez, J; Darmency, H",2007,"Occurrence of genetically modified oilseed rape seeds in the harvest of subsequent conventional oilseed rape over time","EUROPEAN JOURNAL OF AGRONOMY","10.1016/j.eja.2007.02.009","http://doi.org/10.1016/j.eja.2007.02.009"
"Vidra, RL; Shear, TH; Stucky, JM",2007,"Effects of vegetation removal on native understory recovery in an exotic-rich urban forest","JOURNAL OF THE TORREY BOTANICAL SOCIETY","10.3159/1095-5674(2007)134[410:EOVRON]2.0.CO;2","http://doi.org/10.3159/1095-5674(2007)134[410:EOVRON]2.0.CO;2"
"Norsworthy, JK; Oliveira, MJ",2007,"A model for predicting common cocklebur (Xanthium strumarium) emergence in soybean","WEED SCIENCE","10.1614/WS-06-185","http://doi.org/10.1614/WS-06-185"
"Brewer, CE; Oliver, LR",2007,"Reducing weed seed rain with late-season glyphosate applications","WEED TECHNOLOGY","10.1614/WT-06-145.1","http://doi.org/10.1614/WT-06-145.1"
"Wang, XH; Kent, M; Fang, XF",2007,"Evergreen broad-leaved forest in Eastern China: Its ecology and conservation and the importance of resprouting in forest restoration","FOREST ECOLOGY AND MANAGEMENT","10.1016/j.foreco.2007.03.043","http://doi.org/10.1016/j.foreco.2007.03.043"
"Vasileiadis, VP; Froud-Williams, RJ; Eleftherohorinos, IG",2007,"Vertical distribution, size and composition of the weed seedbank under various tillage and herbicide treatments in a sequence of industrial crops","WEED RESEARCH","10.1111/j.1365-3180.2007.00564.x","http://doi.org/10.1111/j.1365-3180.2007.00564.x"
"Spokas, K; Forcella, F; Archer, D; Reicosky, D",2007,"SeedChaser: Vertical soil tillage distribution model","COMPUTERS AND ELECTRONICS IN AGRICULTURE","10.1016/j.compag.2007.01.014","http://doi.org/10.1016/j.compag.2007.01.014"
"Pausas, JG; Bradstock, RA",2007,"Fire persistence traits of plants along a productivity and disturbance gradient in mediterranean shrublands of south-east Australia","GLOBAL ECOLOGY AND BIOGEOGRAPHY","10.1111/j.1466-8238.2006.00283.x","http://doi.org/10.1111/j.1466-8238.2006.00283.x"
"Williams, MM; Boydston, RA; Davis, AS",2007,"Wild proso millet (Panicum miliaceum) suppressive ability among three sweet corn hybrids","WEED SCIENCE","10.1614/WS-06-123.1","http://doi.org/10.1614/WS-06-123.1"
"Duarte, AP; Silva, AC; Deuber, R",2007,"Weed in second corn crops submitted to different systems in the Medio Paranapanema Region","PLANTA DANINHA","10.1590/S0100-83582007000200007","http://doi.org/10.1590/S0100-83582007000200007"
"Walsh, MJ; Powles, SB",2007,"Management strategies for herbicide-resistant weed populations in Australian dryland crop production systems","WEED TECHNOLOGY","10.1614/WT-06-086.1","http://doi.org/10.1614/WT-06-086.1"
"Norris, RF",2007,"Weed fecundity: Current status and future needs","CROP PROTECTION","10.1016/j.cropro.2005.07.013","http://doi.org/10.1016/j.cropro.2005.07.013"
"Westerman, PR; van Ast, A; Stomph, TJ; van der Werf, W",2007,"Long-term management of the parasitic weed Striga hermonthica: Strategy evaluation with a population model","CROP PROTECTION","10.1016/j.cropro.2006.01.017","http://doi.org/10.1016/j.cropro.2006.01.017"
"Meyer, SE; Quinney, D; Nelson, DL; Weaver, J",2007,"Impact of the pathogen Pyrenophora semeniperda on Bromus tectorum seedbank dynamics in North American cold deserts","WEED RESEARCH","10.1111/j.1365-3180.2007.00537.x","http://doi.org/10.1111/j.1365-3180.2007.00537.x"
"Franke, AC; Singh, S; McRoberts, N; Nehra, AS; Godara, S; Malik, RK; Marshall, G",2007,"Phalaris minor seedbank studies: longevity, seedling emergence and seed production as affected by tillage regime","WEED RESEARCH","10.1111/j.1365-3180.2007.00533.x","http://doi.org/10.1111/j.1365-3180.2007.00533.x"
"Kelman, WM; Culvenor, RA",2007,"Seed dispersal and seedling recruitment in Phalaris aquatica populations developed by divergent selection for panicle shattering and seed retention","AUSTRALIAN JOURNAL OF AGRICULTURAL RESEARCH","10.1071/AR06383","http://doi.org/10.1071/AR06383"
"Landau, S; Schoenbaum, I; Barkai, D; Ungar, ED; Genizi, A; Kigel, J",2007,"Grazing, mulching, and removal of wheat straw in a no-till system in a semi-arid environment","AUSTRALIAN JOURNAL OF AGRICULTURAL RESEARCH","10.1071/AR06422","http://doi.org/10.1071/AR06422"
"Probert, R; Adams, J; Coneybeer, J; Crawford, A; Hay, F",2007,"Seed quality for conservation is critically affected by pre-storage factors","AUSTRALIAN JOURNAL OF BOTANY","10.1071/BT06046","http://doi.org/10.1071/BT06046"
"Rokich, DP; Dixon, KW",2007,"Recent advances in restoration ecology, with a focus on the Banksia woodland and the smoke germination tool","AUSTRALIAN JOURNAL OF BOTANY","10.1071/BT06108","http://doi.org/10.1071/BT06108"
"Ye, QG; Bunn, E; Krauss, SL; Dixon, KW",2007,"Reproductive success in a reintroduced population of a critically endangered shrub, Symonanthus bancroftii (Solanaceae)","AUSTRALIAN JOURNAL OF BOTANY","10.1071/BT06136","http://doi.org/10.1071/BT06136"
"Veldman, JW; Murray, KG; Hull, AL; Garcia, JM; Mungall, WS; Rotman, GB; Plosz, MP; McNamara, LK",2007,"Chemical defense and the persistence of pioneer plant seeds in the soil of a tropical cloud forest","BIOTROPICA","10.1111/j.1744-7429.2006.00232.x","http://doi.org/10.1111/j.1744-7429.2006.00232.x"
"Peachey, RE; Mallory-Smith, C",2007,"Influence of winter seed position and recovery date on hairy nightshade (Solanum sarrachoides) recruitment and seed germination, dormancy, and mortality","WEED SCIENCE","10.1614/WS-06-051.1","http://doi.org/10.1614/WS-06-051.1"
"De Corby, KA; Van Acker, RC; Brule-Babel, AL; Friesen, LF",2007,"Emergence timing and recruitment of volunteer spring wheat","WEED SCIENCE","10.1614/WS-06-102.1","http://doi.org/10.1614/WS-06-102.1"
"Pokorny, ML; Krueger-Mangold, JM",2007,"Evaluating montana's dyer's woad (Isatis tinctoria) cooperative eradication project","WEED TECHNOLOGY","10.1614/WT-06-048.1","http://doi.org/10.1614/WT-06-048.1"
"Anderson, RL",2007,"A visual guide to help producers manage jointed goatgrass","WEED TECHNOLOGY","10.1614/WT-06-112.1","http://doi.org/10.1614/WT-06-112.1"
"Eycott, AE; Watkinson, AR; Dolman, PM",2006,"The soil seedbank of a lowland conifer forest: The impacts of clear-fell management and implications for heathland restoration","FOREST ECOLOGY AND MANAGEMENT","10.1016/j.foreco.2006.09.051","http://doi.org/10.1016/j.foreco.2006.09.051"
"Wilson, DG; Burton, MG; Spears, JE; York, AC",2006,"Doveweed (Murdannia nudiflora) germination and emergence as affected by temperature and seed burial depth","WEED SCIENCE","10.1614/WS-06-091.1","http://doi.org/10.1614/WS-06-091.1"
"Hillger, DE; Weller, SC; Maynard, ET; Gibson, KD",2006,"Emergent weed communities associated with tomato production systems in Indiana","WEED SCIENCE","10.1614/WS-06-049R1.1","http://doi.org/10.1614/WS-06-049R1.1"
"Pekrun, C; Claupein, W",2006,"The implication of stubble tillage for weed population dynamics in organic farming","WEED RESEARCH","10.1111/j.1365-3180.2006.00525.x","http://doi.org/10.1111/j.1365-3180.2006.00525.x"
"Dorado, J; Lopez-Fando, C",2006,"The effect of tillage system and use of a paraplow on weed flora in a semiarid soil from central Spain","WEED RESEARCH","10.1111/j.1365-3180.2006.00526.x","http://doi.org/10.1111/j.1365-3180.2006.00526.x"
"Reberg-Horton, C; Gallandt, ER; Molloy, T",2006,"Measuring community shifts in a weed seedbank study with the use of distance-based redundancy analysis","WEED SCIENCE","10.1614/WS-05-148R1.1","http://doi.org/10.1614/WS-05-148R1.1"
"Franke, AC; Ellis-Jones, J; Tarawali, G; Schulz, S; Hussaini, MA; Kureh, I; White, R; Chikoye, D; Douthwaite, B; Oyewole, BD; Olanrewaju, AS",2006,"Evaluating and scaling-up integrated Striga hermonthica control technologies among farmers in northern Nigeria","CROP PROTECTION","10.1016/j.cropro.2005.11.014","http://doi.org/10.1016/j.cropro.2005.11.014"
"Rebek, KA; O'Neil, RJ",2006,"The effects of natural and manipulated density regimes on Alliaria petiolata survival, growth and reproduction","WEED RESEARCH","10.1111/j.1365-3180.2006.00516.x","http://doi.org/10.1111/j.1365-3180.2006.00516.x"
"DiTomaso, JM; Kyser, GB; Miller, JR; Garcia, S; Smith, RF; Nader, G; Connor, JM; Orloff, SB",2006,"Integrating prescribed burning and clopyralid for the management of yellow starthistle (Centaurea solstitialis)","WEED SCIENCE","10.1614/WS-06-023R1.1","http://doi.org/10.1614/WS-06-023R1.1"
"Burggraaf, VT; Woodward, SL; Woodfield, DR; Thom, ER; Waghorn, GC; Kemp, PD",2006,"Morphology and agronomic performance of white clover with increased flowering and condensed tannin concentration","NEW ZEALAND JOURNAL OF AGRICULTURAL RESEARCH","10.1080/00288233.2006.9513704","http://doi.org/10.1080/00288233.2006.9513704"
"Rodenburg, J; Bastiaans, L; Kropff, MJ; Van Ast, A",2006,"Effects of host plant genotype and seedbank density on Striga reproduction","WEED RESEARCH","10.1111/j.1365-3180.2006.00506.x","http://doi.org/10.1111/j.1365-3180.2006.00506.x"
"Tang, Y; Cao, M; Fu, XF",2006,"Soil seedbank in a dipterocarp rain forest in Xishuangbanna, Southwest China","BIOTROPICA","10.1111/j.1744-7429.2006.00149.x","http://doi.org/10.1111/j.1744-7429.2006.00149.x"
"Ozpinar, S",2006,"Effects of tillage systems on weed population and economics for winter wheat production under the Mediterranean dryland conditions","SOIL & TILLAGE RESEARCH","10.1016/j.still.2005.02.024","http://doi.org/10.1016/j.still.2005.02.024"
"Hillger, DE; Weller, SC; Maynard, E; Gibson, KD",2006,"Weed management systems in Indiana tomato production","WEED SCIENCE","10.1614/WS-05-118R.1","http://doi.org/10.1614/WS-05-118R.1"
"Gallandt, ER",2006,"How can we target the weed seedbank?","WEED SCIENCE","10.1614/WS-05-063R.1","http://doi.org/10.1614/WS-05-063R.1"
"Critchley, CNR; Fowbert, JA; Sherwood, AJ",2006,"The effects of annual cultivation on plant community composition of uncropped arable field boundary strips","AGRICULTURE ECOSYSTEMS & ENVIRONMENT","10.1016/j.agee.2005.05.013","http://doi.org/10.1016/j.agee.2005.05.013"
"Grenz, JH; Manschadi, AM; deVoil, P; Meinke, H; Sauerborn, J",2006,"Simulating crop-parasitic weed interactions using APSIM: Model evaluation and application","EUROPEAN JOURNAL OF AGRONOMY","10.1016/j.eja.2005.10.002","http://doi.org/10.1016/j.eja.2005.10.002"
"Legere, A; Simard, MJ; Johnson, E; Stevenson, FC; Beckie, H; Blackshaw, RE",2006,"Control of volunteer canola with herbicides: Effects of plant growth stage and cold acclimation","WEED TECHNOLOGY","10.1614/WT-05-169.1","http://doi.org/10.1614/WT-05-169.1"
"Firbank, LG; Rothery, P; May, MJ; Clark, SJ; Scott, RJ; Stuart, RC; Boffey, CWH; Brooks, DR; Champion, GT; Haughton, AJ; Hawes, C; Heard, MS; Dewar, AM; Perry, JN; Squire, GR",2006,"Effects of genetically modified herbicide-tolerant cropping systems on weed seedbanks in two years of following crops","BIOLOGY LETTERS","10.1098/rsbl.2005.0390","http://doi.org/10.1098/rsbl.2005.0390"
"Rodriguez-Perez, H; Green, AJ",2006,"Waterbird impacts on widgeongrass Ruppia maritima in a Mediterranean wetland: comparing bird groups and seasonal effects","OIKOS","10.1111/j.0030-1299.2006.14307.x","http://doi.org/10.1111/j.0030-1299.2006.14307.x"
"Primot, S; Valantin-Morison, M; Makowski, D",2006,"Predicting the risk of weed infestation in winter oilseed rape crops","WEED RESEARCH","10.1111/j.1365-3180.2006.00489.x","http://doi.org/10.1111/j.1365-3180.2006.00489.x"
"Madafiglio, GP; Medd, RW; Cornish, PS; De Ven, RV",2006,"Seed production of Raphanus raphanistrum following herbicide application during reproduction and effects on wheat yield","WEED RESEARCH","10.1111/j.1365-3180.2006.00479.x","http://doi.org/10.1111/j.1365-3180.2006.00479.x"
"Bourdot, GW; Hurrell, GA; Saville, DJ; Leathwick, DM",2006,"Impacts of applied Sclerotinia sclerotiorum on the dynamics of a Cirsium arvense population","WEED RESEARCH","10.1111/j.1365-3180.2006.00481.x","http://doi.org/10.1111/j.1365-3180.2006.00481.x"
"Heard, MS; Clark, SJ; Rothery, P; Perry, JN; Bohan, DA; Brooks, DR; Champion, GT; Dewar, AM; Hawes, C; Haughton, AJ; May, MJ; Scott, RJ; Stuart, RS; Squire, GR; Firbank, LG",2006,"Effects of successive seasons of genetically modified herbicide-tolerant maize cropping on weeds and invertebrates","ANNALS OF APPLIED BIOLOGY","10.1111/j.1744-7348.2006.00091.x","http://doi.org/10.1111/j.1744-7348.2006.00091.x"
"Norman, HC; Smith, FP; Nichols, PGH; Si, P; Galwey, NW",2006,"Variation in seed softening patterns and impact of seed production environment on hardseededness in early-maturing genotypes of subterranean clover","AUSTRALIAN JOURNAL OF AGRICULTURAL RESEARCH","10.1071/AR05116","http://doi.org/10.1071/AR05116"
"Ayres, JF; Blumenthal, MJ; O'Connor, JW; Lane, LA; Nicol, HI",2006,"Birdsfoot trefoil (Lotus corniculatus) and greater lotus (Lotus uliginosus) in perennial pastures in eastern Australia 1. Effects of grazing management on persistence","AUSTRALIAN JOURNAL OF EXPERIMENTAL AGRICULTURE","10.1071/EA04241","http://doi.org/10.1071/EA04241"
"Robertson, SM",2006,"Predicting pasture and sheep production in the Victorian Mallee with the decision support tool, GrassGro","AUSTRALIAN JOURNAL OF EXPERIMENTAL AGRICULTURE","10.1071/EA04034","http://doi.org/10.1071/EA04034"
"Rosicky, MA; Slavich, P; Sullivan, LA; Hughes, M",2006,"Techniques for revegetation of acid sulfate soil scalds in the coastal floodplains of New South Wales, Australia: ridging, mulching and liming in the absence of stock grazing","AUSTRALIAN JOURNAL OF EXPERIMENTAL AGRICULTURE","10.1071/EA05218","http://doi.org/10.1071/EA05218"
"Allison, M; Ausden, M",2006,"Effects of removing the litter and humic layers on heathland establishment following plantation removal","BIOLOGICAL CONSERVATION","10.1016/j.biocon.2005.08.008","http://doi.org/10.1016/j.biocon.2005.08.008"
"Rodenburg, J; Bastiaans, L; Kropff, MJ",2006,"Characterization of host tolerance to Striga hermonthica","EUPHYTICA","10.1007/s10681-005-9030-2","http://doi.org/10.1007/s10681-005-9030-2"
"Tozer, MG; Auld, TD",2006,"Soil heating and germination: investigations using leaf scorch on graminoids and experimental seed burial","INTERNATIONAL JOURNAL OF WILDLAND FIRE","10.1071/WF06016","http://doi.org/10.1071/WF06016"
"Nakamoto, T; Yamagishi, J; Miura, E",2006,"Effect of reduced tillage on weeds and soil organisms in winter wheat and summer maize cropping on Humic Andosols in Central Japan","SOIL & TILLAGE RESEARCH","10.1016/j.still.2004.12.004","http://doi.org/10.1016/j.still.2004.12.004"
"Smith, RG; Gross, KL",2006,"Weed community and corn yield variability in diverse management systems","WEED SCIENCE","10.1614/WS-05-108R.1","http://doi.org/10.1614/WS-05-108R.1"
"Mason, J; Sandler, HA; Hunsberger, LK",2006,"Evaluation of sand stockpiles as potential sources of cranberry weeds","WEED TECHNOLOGY","10.1614/WT-04-313R.1","http://doi.org/10.1614/WT-04-313R.1"
"Peachey, BE; William, RD; Mallory-Smith, C",2006,"Effect of spring tillage sequence on summer annual weeds in vegetable row crop rotations","WEED TECHNOLOGY","10.1614/WT-04-111R2.1","http://doi.org/10.1614/WT-04-111R2.1"
