PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Gardarin, A; Durr, C; Colbach, N",,,,"Gardarin, A.; Duerr, C.; Colbach, N.",,,Which model species for weed seedbank and emergence studies? A review,WEED RESEARCH,,,,,,,,,,,,,,,,"Colbach, Nathalie/C-6677-2014","Colbach, Nathalie/0000-0002-3791-037X",,,,,,,,,,,,0043-1737,1365-3180,,,,APR,2009,49,2,,,,,117,130,,10.1111/j.1365-3180.2008.00683.x,,,,,,,WOS:000264031700001,,,,,
J,"Franke, AC; Lotz, LAP; van der Burg, WJ; van Overbeek, L",,,,"Franke, A. C.; Lotz, L. A. P.; van der Burg, W. J.; van Overbeek, L.",,,The role of arable weed seeds for agroecosystem functioning,WEED RESEARCH,,,,,,,,,,,,,,,,"Franke, Linus/AAF-4797-2019",,,,,,,,,,,,,0043-1737,1365-3180,,,,APR,2009,49,2,,,,,131,141,,10.1111/j.1365-3180.2009.00692.x,,,,,,,WOS:000264031700002,,,,,
J,"Westerman, PR; Dixon, PM; Liebman, M",,,,"Westerman, P. R.; Dixon, P. M.; Liebman, M.",,,Burial rates of surrogate seeds in arable fields,WEED RESEARCH,,,,,,,,,,,,,,,,"Westerman, Paula/K-6427-2012; Dixon, Philip Michael/I-4843-2019","Dixon, Philip Michael/0000-0002-1778-0686; westerman, paula/0000-0002-1012-7828",,,,,,,,,,,,0043-1737,,,,,APR,2009,49,2,,,,,142,152,,10.1111/j.1365-3180.2008.00684.x,,,,,,,WOS:000264031700003,,,,,
J,"Wali, P; Helander, M; Saloniemi, I; Ahlholm, J; Saikkonen, K",,,,"Wali, Piippa R.; Helander, Marjo; Saloniemi, Irma; Ahlholm, Jouni; Saikkonen, Kari",,,Variable effects of endophytic fungus on seedling establishment of fine fescues,OECOLOGIA,,,,,,,,,,,,,,,,"Saloniemi, Irma/C-8893-2011; Wali, Piippa/H-8562-2017","Helander, Marjo/0000-0002-9759-4321; Wali, Piippa/0000-0002-2484-7455",,,,,,,,,,,,0029-8549,,,,,FEB,2009,159,1,,,,,49,57,,10.1007/s00442-008-1202-z,,,,,,,WOS:000262576700005,18987894,,,,
J,"Barberi, P; Moonen, AC; Peruzzi, A; Fontanelli, M; Raffaelli, M",,,,"Barberi, P.; Moonen, A. C.; Peruzzi, A.; Fontanelli, M.; Raffaelli, M.",,,Weed suppression by soil steaming in combination with activating compounds,WEED RESEARCH,,,,,,,,,,,,,,,,"Raffaelli, Michele/H-4280-2013","MOONEN, Anna Camilla/0000-0002-4472-1665",,,,,,,,,,,,0043-1737,,,,,FEB,2009,49,1,,,,,55,66,,10.1111/j.1365-3180.2008.00653.x,,,,,,,WOS:000262349400007,,,,,
J,"Chantre, GR; Sabbatini, MR; Orioli, GA",,,,"Chantre, G. R.; Sabbatini, M. R.; Orioli, G. A.",,,Effect of burial depth and soil water regime on the fate of Lithospermum arvense seeds in relation to burial time,WEED RESEARCH,,,,,,,,,,,,,,,,,"Chantre, Guillermo/0000-0002-4424-0204",,,,,,,,,,,,0043-1737,,,,,FEB,2009,49,1,,,,,81,89,,10.1111/j.1365-3180.2008.00671.x,,,,,,,WOS:000262349400010,,,,,
J,"Marshall, EJP",,,,"Marshall, E. J. P.",,,The impact of landscape structure and sown grass margin strips on weed assemblages in arable crops and their boundaries,WEED RESEARCH,,,,,,,,,,,,,,,,"Marshall, EJP/C-2997-2008","Marshall, EJP/0000-0001-9558-0586",,,,,,,,,,,,0043-1737,,,,,FEB,2009,49,1,,,,,107,115,,10.1111/j.1365-3180.2008.00670.x,,,,,,,WOS:000262349400013,,,,,
J,"Koch, JM; Ruschmann, AM; Morald, TK",,,,"Koch, John M.; Ruschmann, Alex M.; Morald, Tim K.",,,Effect of time since burn on soil seedbanks in the jarrah forest of Western Australia,AUSTRALIAN JOURNAL OF BOTANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0067-1924,,,,,,2009,57,8,,,,,647,660,,10.1071/BT09101,,,,,,,WOS:000274317400003,,,,,
J,"Walsh, MJ; Powles, SB",,,,"Walsh, Michael J.; Powles, Stephen B.",,,Impact of crop-topping and swathing on the viable seed production of wild radish (Raphanus raphanistrum),CROP & PASTURE SCIENCE,,,,,,,,,,,,,,,,"Walsh, Michael J/B-3283-2011; Powles, Stephen/A-2558-2008","Walsh, Michael J/0000-0002-2748-9753; powles, stephen/0000-0001-6375-1977",,,,,,,,,,,,1836-5795,,,,,,2009,60,7,,,,,667,674,,10.1071/CP08286,,,,,,,WOS:000267938900007,,,,,
J,"Schoenbaum, I; Kigel, J; Barkai, D; Landau, S",,,,"Schoenbaum, Iris; Kigel, J.; Barkai, D.; Landau, S.",,,Weed infestation of wheat fields by sheep grazing stubble in the Mediterranean semi-arid region,CROP & PASTURE SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1836-0947,1836-5795,,,,,2009,60,7,,,,,675,683,,10.1071/CP08283,,,,,,,WOS:000267938900008,,,,,
J,"Llorens, L; Gil, L; Boira, H",,,,"Llorens, Ll; Gil, L.; Boira, H.",,,Reproductive biology of Launaea cervicornis: A keystone species of the Balearic coastal shrublands,FLORA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0367-2530,,,,,,2009,204,6,,,,,456,462,,10.1016/j.flora.2008.05.007,,,,,,,WOS:000267532400005,,,,,
J,"Gomez-Gonzalez, S; Cavieres, LA",,,,"Gomez-Gonzalez, Susana; Cavieres, Lohengrin A.",,,Litter burning does not equally affect seedling emergence of native and alien species of the Mediterranean-type Chilean matorral,INTERNATIONAL JOURNAL OF WILDLAND FIRE,,,,,,,,,,,,,,,,"GOMEZ-GONZALEZ, SUSANA/J-7637-2018; Cavieres, Lohengrin/A-9542-2010","GOMEZ-GONZALEZ, SUSANA/0000-0002-3779-8701; Cavieres, Lohengrin/0000-0001-9122-3020",,,,,,,,,,,,1049-8001,1448-5516,,,,,2009,18,2,,,,,213,221,,10.1071/WF07074,,,,,,,WOS:000264804400008,,,,,
S,"Kaskar, C; Fernandez, JA; Ochoa, J; Ninirola, D; Conesa, E; Tuzel, Y",,"Tuzel, Y; Oztekin, GB; Meric, MK",,"Kaskar, C.; Fernandez, J. A.; Ochoa, J.; Ninirola, D.; Conesa, E.; Tuzel, Y.",,,Agronomic Behaviour and Oxalate and Nitrate Content of Different Purslane Cultivars (Portulaca oleracea) Grown in a Hydroponic Floating System,INTERNATIONAL SYMPOSIUM ON STRATEGIES TOWARDS SUSTAINABILITY OF PROTECTED CULTIVATION IN MILD WINTER CLIMATE,Acta Horticulturae,,,,International Symposium on Strategies Towards Sustainability of Protected Cultivation in Mild Winter Climate,"JAN 31, 2009","Antalya, TURKEY",,,,,,,,,"Fernandez, Juan/K-6611-2014","Fernandez, Juan/0000-0001-7959-7118",,,,,,,,,,,,0567-7572,,978-90-6605-731-9,,,,2009,807,,,,,,521,525,,,,,,,,,WOS:000305334500076,,,,,
J,"Refsell, DE; Hartzler, RG",,,,"Refsell, D. E.; Hartzler, R. G.",,,Effect of Tillage on Common Waterhemp (Amaranthus rudis) Emergence and Vertical Distribution of Seed in the Soil,WEED TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0890-037X,1550-2740,,,,JAN-MAR,2009,23,1,,,,,129,133,,10.1614/WT-08-045.1,,,,,,,WOS:000264473400020,,,,,
J,"Zhang, HM; Wang, Y; Zhang, ZB",,,,"Zhang, Hongmao; Wang, Yu; Zhang, Zhibin",,,Domestic goat grazing disturbance enhances tree seed removal and caching by small rodents in a warm-temperate deciduous forest in China,WILDLIFE RESEARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035-3712,1448-5494,,,,,2009,36,7,,,,,610,616,,10.1071/WR09001,,,,,,,WOS:000271192800007,,,,,
J,"Kalwij, JM; Robertson, MP; van Rensburg, BJ",,,,"Kalwij, Jesse M.; Robertson, Mark P.; van Rensburg, Berndt J.",,,"Human activity facilitates altitudinal expansion of exotic plants along a road in montane grassland, South Africa",APPLIED VEGETATION SCIENCE,,,,,,,,,,,,,,,,"Robertson, Mark/A-5640-2011; Kalwij, Jesse/AAC-8439-2019; Kalwij, Jesse M/H-2571-2012; van Rensburg, Berndt/A-4154-2009","Kalwij, Jesse/0000-0002-8685-9603; Kalwij, Jesse M/0000-0002-8685-9603; van Rensburg, Berndt/0000-0002-5274-5536",,,,,,,,,,,,1402-2001,,,,,DEC,2008,11,4,,,,,491,498,,10.3170/2008-7-18555,,,,,,,WOS:000264980100007,,,,,
J,"Bastiaans, L; Paolini, R; Baumann, DT",,,,"Bastiaans, L.; Paolini, R.; Baumann, D. T.",,,Focus on ecological weed management: what is hindering adoption?,WEED RESEARCH,,,,,,,,,,,,,,,,"Bastiaans, Lammert/Y-1829-2019",,,,,,,,,,,,,0043-1737,,,,,DEC,2008,48,6,,,,,481,491,,10.1111/j.1365-3180.2008.00662.x,,,,,,,WOS:000261086300001,,,,,
J,"Holland, JM; Smith, BM; Southway, SE; Birkett, TC; Aebischer, NJ",,,,"Holland, J. M.; Smith, B. M.; Southway, S. E.; Birkett, T. C.; Aebischer, N. J.",,,"The effect of crop, cultivation and seed addition for birds on surface weed seed densities in arable crops during winter",WEED RESEARCH,,,,,,,,,,,,,,,,,"Smith, Barbara/0000-0002-0506-0331",,,,,,,,,,,,0043-1737,,,,,DEC,2008,48,6,,,,,503,511,,10.1111/j.1365-3180.2008.00663.x,,,,,,,WOS:000261086300003,,,,,
J,"Crimmins, TM; McPherson, GR",,,,"Crimmins, T. M.; McPherson, G. R.",,,Vegetation and seedbank response to Eragrostis lehmanniana removal in semi-desert communities,WEED RESEARCH,,,,,,,,,,,,,,,,"Crimmins, Theresa M./H-3575-2019","Crimmins, Theresa M./0000-0001-9592-625X",,,,,,,,,,,,0043-1737,1365-3180,,,,DEC,2008,48,6,,,,,542,551,,10.1111/j.1365-3180.2008.00651.x,,,,,,,WOS:000261086300007,,,,,
J,"Wang, G; Ngouajio, M; McGiffen, ME; Hutchinson, CM",,,,"Wang, Guangyao; Ngouajio, Mathieu; McGiffen, Milton E., Jr.; Hutchinson, Chad M.",,,Summer Cover Crop and Management System affect Lettuce and Cantaloupe Production System,AGRONOMY JOURNAL,,,,,,,,,,,,,,,,"Ngouajio, Mathieu/G-5592-2012",,,,,,,,,,,,,0002-1962,1435-0645,,,,NOV-DEC,2008,100,6,,,,,1587,1593,,10.2134/agronj2008.0012,,,,,,,WOS:000261203500009,,,,,
J,"Mishra, JS; Singh, VP",,,,"Mishra, J. S.; Singh, V. P.",,,Effect of tillage sequence and weed control on weed seedbank dynamics in soybean (Glycine max)-linseed (Linum usitatissimum) cropping system in Vertisols,INDIAN JOURNAL OF AGRICULTURAL SCIENCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0019-5022,2394-3319,,,,NOV,2008,78,11,,,,,981,983,,,,,,,,,WOS:000261049100016,,,,,
J,"Schutte, BJ; Davis, AS; Renner, KA; Cardina, J",,,,"Schutte, Brian J.; Davis, Adam S.; Renner, Karen A.; Cardina, John",,,Maternal and Burial Environment Effects on Seed Mortality of Velvetleaf (Abutilon theophrasti) and Giant Foxtail (Setaria faberi),WEED SCIENCE,,,,,,,,,,,,,,,,,"Davis, Adam/0000-0002-7196-1197",,,,,,,,,,,,0043-1745,1550-2759,,,,NOV-DEC,2008,56,6,,,,,834,840,,10.1614/WS-08-031.1,,,,,,,WOS:000261226900010,,,,,
J,"Shuler, RE; DiTommaso, A; Losey, JE; Mohler, CL",,,,"Shuler, Rachel E.; DiTommaso, Antonio; Losey, John E.; Mohler, Charles L.",,,Postdispersal Weed Seed Predation Is Affected by Experimental Substrate,WEED SCIENCE,,,,,,,,,,,,,,,,,"DiTommaso, Antonio/0000-0001-8215-2777",,,,,,,,,,,,0043-1745,1550-2759,,,,NOV-DEC,2008,56,6,,,,,889,895,,10.1614/WS-08-081.1,,,,,,,WOS:000261226900019,,,,,
J,"Canossa, RS; Oliveira, RS; Constantin, J; Braccini, AL; Biffe, DF; Alonso, DG; Blainski, E",,,,"Canossa, R. S.; Oliveira Jr, R. S.; Constantin, J.; Braccini, A. L.; Biffe, D. F.; Alonso, D. G.; Blainski, E.",,,Effect of Temperature and Light on Joyweed (Alternanthera tenella) Seed Germination,PLANTA DANINHA,,,,,,,,,,,,,,,,"Braccini, Alessandro Lucca/Z-6031-2019; Oliveira, Rubem S/H-1680-2012","Braccini, Alessandro Lucca/0000-0002-6915-4804; Oliveira, Rubem S/0000-0002-5222-8010",,,,,,,,,,,,0100-8358,1806-9681,,,,OCT-DEC,2008,26,4,,,,,745,750,,10.1590/S0100-83582008000400005,,,,,,,WOS:000261463300005,,,,,
J,"Willenborg, CJ; Van Acker, RC",,,,"Willenborg, Christian J.; Van Acker, Rene C.",,,The biology and ecology of hexaploid wheat (Triticum aestivum L.) and its implications for trait confinement,CANADIAN JOURNAL OF PLANT SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0008-4220,1918-1833,,,,SEP,2008,88,5,,,,,997,1013,,10.4141/CJPS07144,,,,,,,WOS:000260861300014,,,,,
J,"Narwal, S; Sindel, BM; Jessop, RS",,,,"Narwal, Sandeep; Sindel, Brian M.; Jessop, Robin S.",,,"Dormancy and longevity of annual ryegrass (Lolium rigidum) as affected by soil type, depth, rainfall, and duration of burial",PLANT AND SOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0032-079X,,,,,SEP,2008,310,1-2,,,,,225,234,,10.1007/s11104-008-9649-6,,,,,,,WOS:000258456600018,,,,,
J,"Titus, JH; Titus, PJ",,,,"Titus, Jonathan H.; Titus, Priscilla J.",,,"Seedbank of bingham cienega, a spring-fed marsh in southeastern Arizona",SOUTHWESTERN NATURALIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0038-4909,1943-6262,,,,SEP,2008,53,3,,,,,393,399,,10.1894/ME-31.1,,,,,,,WOS:000259334900012,,,,,
J,"Davis, AS; Schutte, BJ; Iannuzzi, J; Renner, KA",,,,"Davis, Adam S.; Schutte, Brian J.; Iannuzzi, James; Renner, Karen A.",,,Chemical and physical defense of weed seeds in relation to soil seedbank persistence,WEED SCIENCE,,,,,,,,,,,,,,,,"Iannuzzi, James/E-5228-2012","Davis, Adam/0000-0002-7196-1197",,,,,,,,,,,,0043-1745,1550-2759,,,,SEP-OCT,2008,56,5,,,,,676,684,,10.1614/WS-07-196.1,,,,,,,WOS:000259214400004,,,,,
J,"Van Mourik, TA; Bianchi, FJJA; Van der Werf, W; Stomph, TJ",,,,"Van Mourik, T. A.; Bianchi, F. J. J. A.; Van der Werf, W.; Stomph, T. J.",,,Long-term management of Striga hermonthica: strategy evaluation with a spatio-temporal population model,WEED RESEARCH,,,,,,,,,,,,,,,,"Van Der Werf, Wopke/A-2557-2009; Bianchi, Felix/C-1479-2008; Bianchi, Felix/B-6044-2011","Van Der Werf, Wopke/0000-0002-5506-4699; ",,,,,,,,,,,,0043-1737,1365-3180,,,,AUG,2008,48,4,,,,,329,339,,10.1111/j.1365-3180.2008.00638.x,,,,,,,WOS:000258286100005,,,,,
J,"Hiltbrunner, J; Scherrer, C; Streit, B; Jeanneret, P; Zihlmann, U; Tschachtli, R",,,,"Hiltbrunner, J.; Scherrer, C.; Streit, B.; Jeanneret, P.; Zihlmann, U.; Tschachtli, R.",,,Long-term weed community dynamics in Swiss organic and integrated farming systems,WEED RESEARCH,,,,,,,,,,,,,,,,"Jeanneret, Philippe/I-7507-2019","Jeanneret, Philippe/0000-0002-6715-4632",,,,,,,,,,,,0043-1737,,,,,AUG,2008,48,4,,,,,360,369,,10.1111/j.1365-3180.2008.00639.x,,,,,,,WOS:000258286100008,,,,,
J,"Baumgartner, K; Steenwerth, KL; Veilleux, L",,,,"Baumgartner, Kendra; Steenwerth, Kerri L.; Veilleux, Lissa",,,Cover-crop systems affect weed communities in a California vineyard,WEED SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1745,,,,,JUL-AUG,2008,56,4,,,,,596,605,,10.1614/WS-07-181.1,,,,,,,WOS:000257452600018,,,,,
J,"D'Hertefeldt, T; Jorgensen, RB; Pettersson, LB",,,,"D'Hertefeldt, Tina; Jorgensen, Rikke B.; Pettersson, Lars B.",,,Long-term persistence of GM oilseed rape in the seedbank,BIOLOGY LETTERS,,,,,,,,,,,,,,,,,"Pettersson, Lars/0000-0001-5745-508X",,,,,,,,,,,,1744-9561,,,,,JUN 23,2008,4,3,,,,,314,317,,10.1098/rsbl.2008.0123,,,,,,,WOS:000255503000025,18381261,,,,
J,"Ikeda, FS; Mitja, D; Vilela, L; Silva, JCS",,,,"Ikeda, Fernanda Satie; Mitja, Danielle; Vilela, Lourival; Sousa Silva, Jose Carlos",,,Seedbanks in cerrado sensu stricto under burning and cultivation system,PESQUISA AGROPECUARIA BRASILEIRA,,,,,,,,,,,,,,,,"Mitja, Danielle/J-7921-2016","Mitja, Danielle/0000-0003-2983-161X",,,,,,,,,,,,0100-204X,1678-3921,,,,JUN,2008,43,6,,,,,667,673,,10.1590/S0100-204X2008000600001,,,,,,,WOS:000257898900001,,,,,
J,"Vanlauwe, B; Kanampiu, F; Odhiambo, GD; De Groote, H; Wadhams, LJ; Khan, ZR",,,,"Vanlauwe, B.; Kanampiu, F.; Odhiambo, G. D.; De Groote, H.; Wadhams, L. J.; Khan, Z. R.",,,"Integrated management of Striga hermonthica, stemborers, and declining soil fertility in western Kenya",FIELD CROPS RESEARCH,,,,,,,,,,,,,,,,"De Groote, Hugo/C-7525-2009","De Groote, Hugo/0000-0002-5081-0189",,,,,,,,,,,,0378-4290,1872-6852,,,,MAY 10,2008,107,2,,,,,102,115,,10.1016/j.fcr.2008.01.002,,,,,,,WOS:000255772900002,,,,,
J,"Grenz, JH; Istoc, VA; Manschadi, AM; Sauerborn, J",,,,"Grenz, J. H.; Istoc, V. A.; Manschadi, A. M.; Sauerborn, J.",,,"Interactions of sunflower (Helianthus annuus) and sunflower broomrape (Orobanche cumana) as affected by sowing date, resource supply and infestation level",FIELD CROPS RESEARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0378-4290,,,,,MAY 10,2008,107,2,,,,,170,179,,10.1016/j.fcr.2008.02.003,,,,,,,WOS:000255772900009,,,,,
J,"Walker, ER; Oliver, LR",,,,"Walker, Eric R.; Oliver, Lawrence R.",,,Translocation and absorption of glyphosate in flowering sicklepod (Senna obtusifolia),WEED SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1745,,,,,MAY-JUN,2008,56,3,,,,,338,343,,10.1614/WS-07-069.1,,,,,,,WOS:000256105500002,,,,,
J,"Brainard, DC; Bellinder, RR; Hahn, RR; Shah, DA",,,,"Brainard, Daniel C.; Bellinder, Robin R.; Hahn, Russell R.; Shah, Denis A.",,,"Crop rotation, cover crop, and weed management effects on weed seedbanks and yields in snap bean, sweet corn, and cabbage",WEED SCIENCE,,,,,,,,,,,,,,,,"Shah, Denis/B-1885-2013","Shah, Denis/0000-0002-4551-2216",,,,,,,,,,,,0043-1745,1550-2759,,,,MAY-JUN,2008,56,3,,,,,434,441,,10.1614/WS-07-107.1,,,,,,,WOS:000256105500016,,,,,
J,"Cacho, OJ; Wise, RM; Hester, SM; Sinden, JA",,,,"Cacho, Oscar J.; Wise, Russell M.; Hester, Susan M.; Sinden, J. A.",,,Bioeconomic modeling for control of weeds in natural environments,ECOLOGICAL ECONOMICS,,,,,,,,,,,,,,,,"Cacho, Oscar/F-3012-2011; Wise, Russell M/G-5463-2010","Cacho, Oscar/0000-0002-1542-4442; Wise, Russell M/0000-0002-5882-5123; Hester, Susan/0000-0001-6046-9984",,,,,,,,,,,,0921-8009,,,,,APR 15,2008,65,3,,,,,559,568,,10.1016/j.ecolecon.2007.08.006,,,,,,,WOS:000255604200012,,,,,
J,"Cline, D; Juricek, C; Lym, RG; Kirby, DR",,,,"Cline, Dean; Juricek, Chelsea; Lym, Rodney G.; Kirby, Donald R.",,,Leafy Spurge (Euphorbia esula) Control with Aphthona spp. Affects Seedbank Composition and Native Grass Reestablishment,INVASIVE PLANT SCIENCE AND MANAGEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1939-7291,,,,,APR-JUN,2008,1,2,,,,,120,132,,10.1614/IPSM-07-003.1,,,,,,,WOS:000208393300002,,,,,
J,"Mauro, IJ; McLachlan, SM",,,,"Mauro, Ian J.; McLachlan, Stephane M.",,,Farmer knowledge and risk analysis: Postrelease evaluation of herbicide-tolerant canola in western Canada,RISK ANALYSIS,,,,,,,,,,,,,,,,"Lin, Zhao/C-8319-2011","Lin, Zhao/0000-0002-6131-9723",,,,,,,,,,,,0272-4332,1539-6924,,,,APR,2008,28,2,,,,,463,476,,10.1111/j.1539-6924.2008.01027.x,,,,,,,WOS:000255061900016,18419662,,,,
J,"Walker, ER; Oliver, LR",,,,"Walker, Eric R.; Oliver, Lawrence R.",,,Weed seed production as influenced by glyphosate applications at flowering across a weed complex,WEED TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0890-037X,,,,,APR-JUN,2008,22,2,,,,,318,325,,10.1614/WT-07-118.1,,,,,,,WOS:000257097000019,,,,,
J,"Debeliak, M; Squire, GR; Demsar, D; Young, MW; Dzeroski, S",,,,"Debeliak, Marko; Squire, Geoff R.; Demsar, Damjan; Young, Mark W.; Dzeroski, Saso",,,"Relations between the oilseed rape volunteer seedbank, and soil factors, weed functional groups and geographical location in the UK",ECOLOGICAL MODELLING,,,,,5th European Conference on Ecological Modelling,"SEP 19-23, 2005","Pushchino, RUSSIA",,,,,,,,,,"Young, Mark/0000-0003-2855-4673",,,,,,,,,,,,0304-3800,,,,,MAR 24,2008,212,1-2,,,,,138,146,,10.1016/j.ecolmodel.2007.10.019,,,,,,,WOS:000254227100018,,,,,
J,"Qi, A; Perry, JN; Pidgeon, JD; Haylock, LA; Brooks, DR",,,,"Qi, A.; Perry, J. N.; Pidgeon, J. D.; Haylock, L. A.; Brooks, D. R.",,,Cost-efficacy in measuring farmland biodiversity - lessons from the Farm Scale Evaluations of genetically modified herbicide-tolerant crops,ANNALS OF APPLIED BIOLOGY,,,,,,,,,,,,,,,,"perry, joe n/B-2729-2010",,,,,,,,,,,,,0003-4746,,,,,,2008,152,1,,,,,93,101,,10.1111/j.1744-7348.2007.00193.x,,,,,,,WOS:000252704800010,,,,,
J,"Hofle, MG; Kirchman, DL; Christen, R; Brettar, I",,,,"Hoefle, Manfred G.; Kirchman, David L.; Christen, Richard; Brettar, Ingrid",,,Molecular diversity of bacterioplankton: link to a predictive biogeochemistry of pelagic ecosystems,AQUATIC MICROBIAL ECOLOGY,,,,,10th Symposium on Aquatic Microbial Ecology (SAME 10),"SEP 02-07, 2007","Univ Algarve, Faro, PORTUGAL",,Univ Algarve,,,,,,,,"Christen, Richard/0000-0002-3396-4362",,,,,,,,,,,,0948-3055,1616-1564,,,,,2008,53,1,,,1,,39,58,,10.3354/ame01227,,,,,,,WOS:000260230000005,,,,,
J,"Baker, J; Preston, C",,,,"Baker, Jeanine; Preston, Christopher",,,Canola (Brassica napus L.) seedbank declines rapidly in farmer-managed fields in South Australia,AUSTRALIAN JOURNAL OF AGRICULTURAL RESEARCH,,,,,,,,,,,,,,,,,"Preston, Christopher/0000-0002-7588-124X; Baker, Jeanine/0000-0003-3957-4362",,,,,,,,,,,,0004-9409,,,,,,2008,59,8,,,,,780,784,,10.1071/AR07436,,,,,,,WOS:000257978100011,,,,,
J,"Ayres, JF; Kelman, WM; Wiedemann, SG; Lane, LA; McCorkell, BE",,,,"Ayres, J. F.; Kelman, W. M.; Wiedemann, S. G.; Lane, L. A.; McCorkell, B. E.",,,Developing birdsfoot trefoil (Lotus corniculatus L.) varieties for permanent pasture applications in low latitude regions of eastern Australia,AUSTRALIAN JOURNAL OF EXPERIMENTAL AGRICULTURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0816-1089,1836-5787,,,,,2008,48,4,,,,,488,498,,10.1071/EA07114,,,,,,,WOS:000253761100010,,,,,
J,"Bellairs, SM; Franklin, DC; Hogarth, NJ",,,,"Bellairs, Sean M.; Franklin, Donald C.; Hogarth, Nicholas J.",,,"A tropical, gregariously semelparous bamboo shows no seed dormancy",BIOTROPICA,,,,,,,,,,,,,,,,"Franklin, Don/F-1171-2014","Franklin, Don/0000-0002-9813-0959; Hogarth, Nicholas/0000-0003-0954-5982",,,,,,,,,,,,0006-3606,,,,,JAN,2008,40,1,,,,,28,31,,10.1111/j.1744-7429.2007.00336.x,,,,,,,WOS:000252319600006,,,,,
J,"Goncalves, AR; Cristo Martins, RDC; Martins, IS; Felfili, JM",,,,"Goncalves, Augusta Rosa; Cristo Martins, Rosana de Carvalho; Martins, Ildeu Soares; Felfili, Jeanine Maria",,,"Soil seedbank from the understorey of Pinus and Eucalyptus in the flona de Brasilia, Brazil",CERNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0104-7760,,,,,JAN-MAR,2008,14,1,,,,,23,32,,,,,,,,,WOS:000254582900004,,,,,
J,"John, M; Gerowitt, B",,,,"John, M.; Gerowitt, B.",,,Diversity of weed communities in a region with large-scale arable cropping,JOURNAL OF PLANT DISEASES AND PROTECTION,,,,,24th German Conference on Weed Biology and Weed Control,"MAR 04-06, 2008","Stuttgart Hohenheim, GERMANY",,,,,,,,,,,,,,,,,,,,,,1861-3829,1861-3837,,,,,2008,,,,,21,,407,412,,,,,,,,,WOS:000255966400072,,,,,
J,"Einhorn, G",,,,"Einhorn, G.",,,Small scale field experiments to enhance microbial weed seed deterioration,JOURNAL OF PLANT DISEASES AND PROTECTION,,,,,24th German Conference on Weed Biology and Weed Control,"MAR 04-06, 2008","Stuttgart Hohenheim, GERMANY",,,,,,,,,,,,,,,,,,,,,,1861-3829,1861-3837,,,,,2008,,,,,21,,535,540,,,,,,,,,WOS:000255966400093,,,,,
J,"Monquero, PA; Amaral, LR; Binha, DP; Silva, PV; Silva, AC; Martins, FRA",,,,"Monquero, P. A.; Amaral, L. R.; Binha, D. P.; Silva, P. V.; Silva, A. C.; Martins, F. R. A.",,,Weed infestation maps under different sugarcane harvest systems,PLANTA DANINHA,,,,,,,,,,,,,,,,"Monquero, Patricia/N-6580-2019; Monquero, Patricia Andrea P.A.M/C-3323-2012; Amaral, Lucas/R-5179-2019; Amaral, L.R./K-7688-2015","Monquero, Patricia/0000-0002-9123-1861; Amaral, Lucas/0000-0001-8071-4449; Amaral, L.R./0000-0001-8071-4449",,,,,,,,,,,,0100-8358,1806-9681,,,,JAN-MAR,2008,26,1,,,,,47,55,,10.1590/S0100-83582008000100005,,,,,,,WOS:000254726200005,,,,,
J,"Martyn, AJ; Seed, LU; Offord, CA",,,,"Martyn, A. J.; Seed, L. U.; Offord, C. A.",,,Seed desiccation tolerance of threatened Australian species Myrsine richmondensis,SEED SCIENCE AND TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0251-0952,,,,,,2008,36,1,,,,,206,209,,10.15258/sst.2008.36.1.23,,,,,,,WOS:000256333800023,,,,,
