PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
S	Kassahun, T; Bender, S		Filho, WL; Barbir, J; Preziosi, R		Kassahun, Teowdroes; Bender, Svane			Saving the Last Endemic-Church Forests in Ethiopia: The Case of Lake Tana Biosphere Reserve	HANDBOOK OF CLIMATE CHANGE AND BIODIVERSITY	Climate Change Management																Teka, Teowdroes Kassahun/0000-0001-8881-0224												1610-2010		978-3-319-98681-4; 978-3-319-98680-7				2019							195	210		10.1007/978-3-319-98681-4_12	10.1007/978-3-319-98681-4						WOS:000465473500013						
J	Piaia, BB; Rovedder, APM; Piazza, EM; Stefanello, MD; Felker, RM; Costa, EA				Piaia, Bruna Balestrin; Moreira Rovedder, Ana Paula; Piazza, Eliara Marin; Stefanello, Maureen de Moraes; Felker, Roselene Marostega; Costa, Emanuel Arnoni			Floristic Composition Analysis of Soil Transposition in a Seasonal Forest in Rio Grande do Sul, Brazil	FLORESTA E AMBIENTE																Rovedder, A.P. M/J-9316-2016	Rovedder, A.P. M/0000-0002-2914-5954; Balestrin Piaia, Bruna/0000-0001-7639-6978												2179-8087						2019	26	2							e20170163	10.1590/2179-8087.016317							WOS:000463423100006						
J	Streczynski, R; Clark, H; Whelehan, LM; Ang, ST; Hardstaff, LK; Funnekotter, B; Bunn, E; Offord, CA; Sommerville, KD; Mancera, RL				Streczynski, Robyn; Clark, Hamish; Whelehan, Lily M.; Ang, Sze-Tieng; Hardstaff, Lyndle K.; Funnekotter, Bryn; Bunn, Eric; Offord, Catherine A.; Sommerville, Karen D.; Mancera, Ricardo L.			Current issues in plant cryopreservation and importance for ex situ conservation of threatened Australian native species	AUSTRALIAN JOURNAL OF BOTANY																	Funnekotter, Bryn/0000-0002-6825-3085; Mancera, Ricardo/0000-0002-9191-5622												0067-1924	1444-9862					2019	67	1					1	15		10.1071/BT18147							WOS:000462660200001						
J	Spalazzi, F; Tecco, PA; Funes, G				Spalazzi, Florencia; Tecco, Paula A.; Funes, Guillermo			Overcoming lag phase: do regenerative attributes onset Acacia dealbata spread in a newly invaded system?	AUSTRALIAN JOURNAL OF BOTANY																													0067-1924	1444-9862					2019	67	1					46	54		10.1071/BT18097							WOS:000462660200004						
J	Helm, J; Dutoit, T; Saatkamp, A; Bucher, SF; Leiterer, M; Romermann, C				Helm, Juliane; Dutoit, Thierry; Saatkamp, Arne; Bucher, Solveig F.; Leiterer, Matthias; Roemermann, Christine			Recovery of Mediterranean steppe vegetation after cultivation: Legacy effects on plant composition, soil properties and functional traits	APPLIED VEGETATION SCIENCE																Bucher, Solveig Franziska/P-7399-2019; Dutoit, Thierry/AAB-7398-2019	Bucher, Solveig Franziska/0000-0002-2303-4583; Dutoit, Thierry/0000-0001-9461-9215												1402-2001	1654-109X				JAN	2019	22	1					71	84		10.1111/avsc.12415							WOS:000459825800008						
J	Thomas, PA; Schuler, J; Boavista, LD; Torchelsen, FP; Overbeck, GE; Muller, SC				Thomas, Pedro Augusto; Schuler, Jessica; Boavista, Lidiane da Rosa; Torchelsen, Fabio Piccin; Overbeck, Gerhard Ernst; Mueller, Sandra Cristina			Controlling the invader Urochloa decumbens: Subsidies for ecological restoration in subtropical Campos grassland	APPLIED VEGETATION SCIENCE																Muller, Sandra/G-3739-2012; Overbeck, Gerhard/D-8695-2013	Muller, Sandra/0000-0002-6316-2897; Overbeck, Gerhard/0000-0002-8716-5136; Thomas, Pedro/0000-0001-5629-9222												1402-2001	1654-109X				JAN	2019	22	1					96	104		10.1111/avsc.12407							WOS:000459825800010						
J	Seibert, R; Grunhage, L; Muller, C; Otte, A; Donath, TW				Seibert, Ruben; Gruenhage, Ludger; Mueller, Christoph; Otte, Annette; Donath, Tobias W.			Raised atmospheric CO2 levels affect soil seed bank composition of temperate grasslands	JOURNAL OF VEGETATION SCIENCE																Donath, Tobias W/B-2856-2012; Muller, Christoph/F-9521-2010; Grunhage, Ludger/AAG-3310-2019	Seibert, Ruben/0000-0001-8457-5490												1100-9233	1654-1103				JAN	2019	30	1					86	97		10.1111/jvs.12699							WOS:000459812100009						
J	Gao, H; You, SP; Lei, XD; Xiao, YP; Gu, HF; Tong, MM				Gao, Han; You, Shengpao; Lei, Xiangdong; Xiao, Yunpu; Gu, Haifeng; Tong, Mengmeng			The impact of biotic and abiotic factors on the distribution of surface sediment dinoflagellate cyst assemblages on the Nanji Island in the East China Sea	ACTA OCEANOLOGICA SINICA					10th WESTPAC International Scientific Conference	APR 17-20, 2017	Qingdao, PEOPLES R CHINA	UNESCO, State Ocean Adm China & Intergovernmental Oceanog Commiss, IOC Sub commiss W Pacific, First Inst Oceanog China																					0253-505X	1869-1099				JAN	2019	38	1					160	171		10.1007/s13131-019-1375-9							WOS:000459469100021						
J	Paula, S; Labbe, DL				Paula, Susana; Labbe, Daniela L.			Post-fire invasion in Torres del Paine Biosphere Reserve: the role of seed tolerance to heat	INTERNATIONAL JOURNAL OF WILDLAND FIRE																													1049-8001	1448-5516					2019	28	2					160	166		10.1071/WF18124							WOS:000459161900001						
J	Hu, A; Zhang, J; Chen, XJ; Millner, JP; Chang, SH; Bowatte, S; Hou, FJ				Hu, A.; Zhang, J.; Chen, X. J.; Millner, J. P.; Chang, S. H.; Bowatte, S.; Hou, F. J.			The composition, richness, and evenness of seedlings from the soil seed bank of a semi-arid steppe in northern China are affected by long-term stocking rates of sheep and rainfall variation	RANGELAND JOURNAL																	Fujiang, Hou/0000-0002-5368-7147												1036-9872	1834-7541					2019	41	1					23	32		10.1071/RJ18025							WOS:000458928400003						
J	Grieger, R; Capon, S; Hadwen, W				Grieger, Rebekah; Capon, Samantha; Hadwen, Wade			Resilience of coastal freshwater wetland vegetation of subtropical Australia to rising sea levels and altered hydrology	REGIONAL ENVIRONMENTAL CHANGE																Hadwen, Wade L/C-5123-2008; Capon, Samantha/L-4944-2019	Hadwen, Wade L/0000-0002-5405-232X; Grieger, Rebekah/0000-0001-7663-1667												1436-3798	1436-378X				JAN	2019	19	1					279	292		10.1007/s10113-018-1399-2							WOS:000457941000023						
J	Akinyemi, DS; Oseni, SR; Oke, SO				Akinyemi, D. S.; Oseni, S. R.; Oke, S. O.			Effect of heat on soil seedbank of three contrasting physiognomies in Shasha forest reserve, Southwestern Nigeria	ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY																													1146-609X	1873-6238				JAN	2019	94				SI		22	30		10.1016/j.actao.2018.03.009							WOS:000456754900004						
J	Kroel-Dulay, G; Csecserits, A; Szitar, K; Molnar, E; Szabo, R; Onodi, G; Botta-Dukat, Z				Kroel-Dulay, Gyorgy; Csecserits, Aniko; Szitar, Katalin; Molnar, Edit; Szabo, Rebeka; Onodi, Gabor; Botta-Dukat, Zoltan			The potential of common ragweed for further spread: invasibility of different habitats and the role of disturbances and propagule pressure	BIOLOGICAL INVASIONS																Onodi, Gabor/P-3267-2019	Onodi, Gabor/0000-0003-4308-7997; Csecserits, Aniko/0000-0002-0538-4520												1387-3547	1573-1464				JAN	2019	21	1					137	149		10.1007/s10530-018-1811-3							WOS:000456921100012						
J	Wang, GH; Yu, KL; Gou, QQ				Wang, Guohua; Yu, Kailiang; Gou, Qianqian			Effects of sand burial disturbance on establishment of three desert shrub species in the margin of oasis in northwestern China	ECOLOGICAL RESEARCH																													0912-3814	1440-1703				JAN	2019	34	1					127	135		10.1111/1440-1703.1269							WOS:000457098500018						
J	Tamura, A				Tamura, Atsushi			Potential of soil seed banks for vegetation recovery following deer exclusions under different periods of chronic herbivory in a beech forest in eastern Japan	ECOLOGICAL RESEARCH																	Tamura, Atsushi/0000-0002-9529-1773												0912-3814	1440-1703				JAN	2019	34	1					160	170		10.1111/1440-1703.1060							WOS:000457098500021						
J	Martinez-Valdivieso, D; Font, R; Del Rio-Celestino, M				Martinez-Valdivieso, Damian; Font, Rafael; Del Rio-Celestino, Mercedes			Prediction of Agro-Morphological and Nutritional Traits in Ethiopian Mustard Leaves (Brassica Carinata A. Braun) by Visible-Near-Infrared Spectroscopy	FOODS																Del Rio Celestino, Mercedes/C-3815-2016	Del Rio Celestino, Mercedes/0000-0001-9130-2669												2304-8158					JAN	2019	8	1							6	10.3390/foods8010006							WOS:000457156100005	30583550					
J	de Gouvenain, RC; Midgley, JJ; Merow, C				de Gouvenain, Roland C.; Midgley, Jeremy J.; Merow, Cory			Serotiny in the South African shrub Protea repens is associated with gradients of precipitation, temperature, and fire intensity	PLANT ECOLOGY																													1385-0237	1573-5052				JAN	2019	220	1					97	109		10.1007/s11258-018-00905-w							WOS:000456987700008						
J	Benvenuti, S; Mazzoncini, M				Benvenuti, Stefano; Mazzoncini, Marco			Soil Physics Involvement in the Germination Ecology of Buried Weed Seeds	PLANTS-BASEL																													2223-7747					JAN	2019	8	1							7	10.3390/plants8010007							WOS:000457463100006	30597933					
J	Weerasinghe, M; Ashton, MS; Hooper, ER; Singhakumara, BMP				Weerasinghe, Madhushi; Ashton, Mark S.; Hooper, Elaine R.; Singhakumara, Balangoda M. P.			Floristics of soil seed banks on agricultural and disturbed land cleared of tropical forests	RESTORATION ECOLOGY																													1061-2971	1526-100X				JAN	2019	27	1					138	147		10.1111/rec.12711							WOS:000456983000017						
J	Yamuangmorn, S; Dell, B; Du, X; Ren, YL; Prom-u-thai, C				Yamuangmorn, Supaporn; Dell, Bernard; Du, Xin; Ren, Yonglin; Prom-u-thai, Chanakan			Simultaneous Quantification of Anthocyanins and Phenolic Acids in Pigmented Rice (Oryza sativa) using UPLC-PDA/ESI-Q-TOF	INTERNATIONAL JOURNAL OF AGRICULTURE AND BIOLOGY																													1560-8530	1814-9596					2019	21	3					590	596		10.17957/IJAB/15.0933							WOS:000456544000014						
J	Hu, A; Zhang, J; Chen, X; Chang, S; Hou, F				Hu, A.; Zhang, J.; Chen, X.; Chang, S.; Hou, F.			Winter Grazing and Rainfall Synergistically Affect Soil Seed Bank in Semiarid Area	RANGELAND ECOLOGY & MANAGEMENT																	Fujiang, Hou/0000-0002-5368-7147												1550-7424	1551-5028				JAN	2019	72	1					160	167		10.1016/j.rama.2018.07.012							WOS:000455256100018						
J	Sanou, L; Savadogo, P; Zida, D; Thiombiano, A				Sanou, Lassina; Savadogo, Patrice; Zida, Didier; Thiombiano, Adjima			Contrasting land use systems influence soil seed bank composition and density in a rural landscape mosaic in West Africa	FLORA																	Sanou, Lassina/0000-0002-3809-5362												0367-2530	1618-0585				JAN	2019	250						79	90		10.1016/j.flora.2018.11.013							WOS:000455038200011						
J	Tellier, A				Tellier, Aurelien			Persistent seed banking as eco-evolutionary determinant of plant nucleotide diversity: novel population genetics insights	NEW PHYTOLOGIST																Tellier, Aurelien/C-3852-2017	Tellier, Aurelien/0000-0002-8895-0785												0028-646X	1469-8137				JAN	2019	221	2					725	730		10.1111/nph.15424							WOS:000453883200016	30346030					
J	Schulz, B; Durka, W; Danihelka, J; Eckstein, RL				Schulz, Benjamin; Durka, Walter; Danihelka, Jiri; Eckstein, Rolf Lutz			Differential role of a persistent seed bank for genetic variation in early vs. late successional stages	PLOS ONE																Eckstein, Lutz/A-9241-2012; Danihelka, Jiri/G-4792-2014; Durka, Walter/E-4667-2010	Danihelka, Jiri/0000-0002-2640-7867; Durka, Walter/0000-0002-6611-2246												1932-6203					DEC 26	2018	13	12							e0209840	10.1371/journal.pone.0209840							WOS:000454416400098	30586422					
J	Ma, YR; Chen, SH; Chen, FQ; Chen, GH; Xie, ZQ; Liu, YY				Ma, Yan-Ran; Chen, Shao-Hua; Chen, Fang-Qing; Chen, Guo-Hua; Xie, Zong-Qiang; Liu, Yang-Yun			Effects of flooding on seed viability and nutrient composition in three riparian shrubs and implications for restoration	JOURNAL OF FRESHWATER ECOLOGY																													0270-5060	2156-6941				DEC 20	2018	33	1					449	460		10.1080/02705060.2018.1520156							WOS:000454155700001						
J	Vespa, NI; Zurita, GA; Gatti, MG; Bellocq, MI				Vespa, Natalia I.; Zurita, Gustavo A.; Genoveva Gatti, M.; Isabel Bellocq, M.			Seed movement between the native forest and monoculture tree plantations in the southern Atlantic forest: A functional approach	FOREST ECOLOGY AND MANAGEMENT																													0378-1127	1872-7042				DEC 15	2018	430						126	133		10.1016/j.foreco.2018.07.051							WOS:000449137300012						
J	Diez, MJ; De la Rosa, L; Martin, I; Guasch, L; Cartea, ME; Mallor, C; Casals, J; Simo, J; Rivera, A; Anastasio, G; Prohens, J; Soler, S; Blanca, J; Valcarcel, JV; Casanas, F				Jose Diez, Maria; De la Rosa, Lucia; Martin, Isaura; Guasch, Luis; Elena Cartea, Maria; Mallor, Cristina; Casals, Joan; Simo, Joan; Rivera, Ana; Anastasio, German; Prohens, Jaime; Soler, Salvador; Blanca, Jose; Vicente Valcarcel, Jose; Casanas, Francesc			Plant Genebanks: Present Situation and Proposals for Their Improvement. the Case of the Spanish Network	FRONTIERS IN PLANT SCIENCE																De la Rosa, Lucia/L-7338-2014; Blanca, Jose M/H-6695-2015; Casals, Joan/S-3965-2019; Simo, Joan/B-9261-2016	De la Rosa, Lucia/0000-0002-6787-0866; Blanca, Jose M/0000-0002-5884-8624; Casals, Joan/0000-0002-2708-158X; Diez, Maria Jose/0000-0002-1422-2144; Simo, Joan/0000-0002-2853-3381												1664-462X					DEC 4	2018	9								1794	10.3389/fpls.2018.01794							WOS:000451968100001	30564263					
J	Tongkoom, K; Marohn, C; Piepho, HP; Cadisch, G				Tongkoom, K.; Marohn, C.; Piepho, H. P.; Cadisch, G.			Ecosystem recovery indicators as decision criteria on potential reduction of fallow periods in swidden systems of Northern Thailand	ECOLOGICAL INDICATORS																	Piepho, Hans-Peter/0000-0001-7813-2992												1470-160X	1872-7034				DEC	2018	95		1				554	567		10.1016/j.ecolind.2018.07.061							WOS:000456907400053						
J	Guzzon, F; Orsenigo, S; Gianella, M; Muller, JV; Vagge, I; Rossi, G; Mondoni, A				Guzzon, Filippo; Orsenigo, Simone; Gianella, Maraeva; Mueller, Jonas, V; Vagge, Ilda; Rossi, Graziano; Mondoni, Andrea			Seed heteromorphy influences seed longevity in Aegilops	SEED SCIENCE RESEARCH																Orsenigo, Simone/E-5961-2017; Rossi, Graziano/P-3353-2015; Vagge, Ilda/I-5935-2015	Orsenigo, Simone/0000-0003-0348-9115; Guzzon, Filippo/0000-0001-5305-2259; Rossi, Graziano/0000-0002-5102-5019; MONDONI, ANDREA/0000-0002-4605-6304; Vagge, Ilda/0000-0002-0926-9255												0960-2585	1475-2735				DEC	2018	28	4					277	285		10.1017/S096025851800034X							WOS:000455656500004						
J	Aragon-Gastelum, JL; Flores, J; Jurado, E; Ramirez-Tobias, HM; Robles-Diaz, E; Rodas-Ortiz, JP; Yanez-Espinosa, L				Luis Aragon-Gastelum, Jose; Flores, Joel; Jurado, Enrique; Ramirez-Tobias, Hugo M.; Robles-Diaz, Erika; Pablo Rodas-Ortiz, Juan; Yanez-Espinosa, Laura			Potential impact of global warming on seed bank, dormancy and germination of three succulent species from the Chihuahuan Desert	SEED SCIENCE RESEARCH																													0960-2585	1475-2735				DEC	2018	28	4					312	318		10.1017/S0960258518000302							WOS:000455656500008						
J	Satyanti, A; Nicotra, AB; Merkling, T; Guja, LK				Satyanti, Annisa; Nicotra, Adrienne B.; Merkling, Thomas; Guja, Lydia K.			Seed mass and elevation explain variation in seed longevity of Australian alpine species	SEED SCIENCE RESEARCH																Nicotra, Adrienne B/C-1361-2009; MERKLING, Thomas/F-4190-2011	Nicotra, Adrienne B/0000-0001-6578-369X; MERKLING, Thomas/0000-0002-5878-0359												0960-2585	1475-2735				DEC	2018	28	4					319	331		10.1017/S0960258518000090							WOS:000455656500009						
J	Li, LF; Su, FL; Brown, MT; Liu, HS; Wang, TL				Li, Lifeng; Su, Fangli; Brown, Mark T.; Liu, Haisheng; Wang, Tieliang			Assessment of Ecosystem Service Value of the Liaohe Estuarine Wetland	APPLIED SCIENCES-BASEL																													2076-3417					DEC	2018	8	12							2561	10.3390/app8122561							WOS:000455145000229						
J	Ellison, AM; Orwig, DA; Fitzpatrick, MC; Preisser, EL				Ellison, Aaron M.; Orwig, David A.; Fitzpatrick, Matthew C.; Preisser, Evan L.			The Past, Present, and Future of the Hemlock Woolly Adelgid (Adelges tsugae) and Its Ecological Interactions with Eastern Hemlock (Tsuga canadensis) Forests	INSECTS																Fitzpatrick, Matt/F-7620-2010	Fitzpatrick, Matt/0000-0003-1911-8407; Ellison, Aaron/0000-0003-4151-6081												2075-4450					DEC	2018	9	4							172	10.3390/insects9040172							WOS:000455070600050	30477155					
J	Fracchiolla, M; Stellacci, AM; Cazzato, E; Tedone, L; Ali, SA; De Mastro, G				Fracchiolla, Mariano; Stellacci, Anna Maria; Cazzato, Eugenio; Tedone, Luigi; Ali, Salem Alhajj; De Mastro, Giuseppe			Effects of Conservative Tillage and Nitrogen Management on Weed Seed Bank after a Seven-Year Durum Wheat-Faba Bean Rotation	PLANTS-BASEL																	ALHAJJ ALI, SALEM/0000-0002-6694-6312; Cazzato, Eugenio/0000-0001-6613-0623; Stellacci, Anna Maria/0000-0001-9689-7649												2223-7747					DEC	2018	7	4							82	10.3390/plants7040082							WOS:000454526100007	30274336					
J	Ye, CD; Yao, L; Deng, AM; Liu, GH; Liu, WZ				Ye, Changdong; Yao, Lu; Deng, Amei; Liu, Guihua; Liu, Wenzhi			Spatial and Seasonal Dynamics of Water Quality, Sediment Properties and Submerged Vegetation in a Eutrophic Lake after Ten Years of Ecological Restoration	WETLANDS																													0277-5212	1943-6246				DEC	2018	38	6					1147	1157		10.1007/s13157-018-1021-x							WOS:000454171400007						
J	Ozaki, Y; Shimono, Y; Tominaga, T				Ozaki, Yufuko; Shimono, Yoshiko; Tominaga, Tohru			Germination characteristics of Sagittaria trifolia	WEED BIOLOGY AND MANAGEMENT																													1444-6162	1445-6664				DEC	2018	18	4					160	166		10.1111/wbm.12162							WOS:000453790800002						
J	Coffey, V; Otfinowski, R				Coffey, Victory; Otfinowski, Rafael			Legacy effects of afforestation on prairie plant and seed bank communities in a northern Canadian prairie	BASIC AND APPLIED ECOLOGY																	Coffey, Victory/0000-0002-1502-0608												1439-1791	1618-0089				DEC	2018	33						25	36		10.1016/j.baae.2018.10.003							WOS:000451517400003						
J	Shah, S; Moroca, A; Bhat, JA				Shah, Shipra; Moroca, Asinate; Bhat, Jahangeer A.			Neo-traditional approaches for ensuring food security in Fiji Islands	ENVIRONMENTAL DEVELOPMENT																	Shah, Shipra/0000-0002-1195-5035; Bhat, Jahangeer/0000-0003-2451-8499												2211-4645	2211-4653				DEC	2018	28						83	100		10.1016/j.envdev.2018.11.001							WOS:000451129400008						
